Record_ID,Camera_Node,Location_Name,GPS_Latitude,GPS_Longitude,Timestamp_IST,Vehicle_Classification,Detected_Make,Detected_Model,License_Plate,ANPR_Confidence_Pct,Vehicle_Color,Sharpness_Index,Sec65B_Integrity_Hash
1929,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:45:06.013163,Car,Unknown,Vehicle,UNREADABLE-CAM-016-44780,39.2%,Blue,3266.4,SHA256:19906CD84A14F28F
1972,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:46:06.388191,Car,Unknown,Vehicle,UNREADABLE-CAM-016-86142,49.5%,Silver/Grey,263.8,SHA256:3C94C11F7E55C965
1973,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:46:06.391770,Car,Unknown,Vehicle,UNREADABLE-CAM-016-82673,36.8%,Blue,293.1,SHA256:A5E6C181C7BD375B
2009,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:47:05.857835,Car,Unknown,Vehicle,UNREADABLE-CAM-016-43819,50.5%,White,591.8,SHA256:F49615CFDAF1BCB0
2010,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:47:05.859974,Car,Unknown,Vehicle,UNREADABLE-CAM-016-25706,45.7%,Silver/Grey,225.6,SHA256:33A762143769F8B6
2011,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:47:05.861840,Car,Unknown,Vehicle,UNREADABLE-CAM-016-21364,38.2%,Blue,2801.6,SHA256:CE104A2501AF7ADD
2040,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:48:04.486121,Car,Unknown,Vehicle,UNREADABLE-CAM-016-65976,46.5%,Blue,292.9,SHA256:70C48B4DA54961B1
2041,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:48:04.490131,Car,Unknown,Vehicle,UNREADABLE-CAM-016-52513,43.2%,Blue,2389.6,SHA256:1752B703F8C89313
2066,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:49:03.248174,Car,Unknown,Vehicle,UNREADABLE-CAM-016-30910,52.3%,White,587.9,SHA256:9E544EB6864C58F7
2067,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:49:03.250908,Car,Unknown,Vehicle,UNREADABLE-CAM-016-59605,49.4%,Blue,249.9,SHA256:A41BEBED32325E5C
2068,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:49:03.252107,Car,Unknown,Vehicle,UNREADABLE-CAM-016-29350,41.0%,Blue,3851.6,SHA256:90F7E19D98648C10
2091,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:50:01.311066,Car,Unknown,Vehicle,UNREADABLE-CAM-016-33078,50.7%,Blue,276.6,SHA256:56AB08E567CC892F
2092,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:50:01.314340,Car,Unknown,Vehicle,UNREADABLE-CAM-016-77107,33.8%,Blue,2164.4,SHA256:D8A1EB8325F36A05
2110,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:50:58.765323,Car,Unknown,Vehicle,UNREADABLE-CAM-016-10805,49.1%,Blue,269.9,SHA256:EB363DB777831E16
2111,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:50:58.767835,Car,Unknown,Vehicle,UNREADABLE-CAM-016-61010,34.0%,Blue,336.7,SHA256:D2F6E2AAC2CA445C
2124,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:51:55.901977,Car,Unknown,Vehicle,UNREADABLE-CAM-016-24136,49.5%,Blue,261.1,SHA256:26CB616221BC7BF3
2135,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:52:52.872145,Car,Unknown,Vehicle,UNREADABLE-CAM-016-75850,46.8%,Blue,234.9,SHA256:F3585D7E4EF709E8
2143,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:53:49.903443,Car,Unknown,Vehicle,UNREADABLE-CAM-016-14590,45.8%,Silver/Grey,207.1,SHA256:543187B63E2E433D
2144,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:53:49.905523,Car,Unknown,Vehicle,UNREADABLE-CAM-016-94685,42.2%,Silver/Grey,148.3,SHA256:177C20E6E2BEC9AA
2145,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:53:49.907066,Car,Unknown,Vehicle,UNREADABLE-CAM-016-23627,41.1%,Silver/Grey,157.2,SHA256:87EA355ED864E7C5
2173,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:54:48.365426,Car,Unknown,Vehicle,UNREADABLE-CAM-016-24581,44.1%,Blue,226.6,SHA256:EAE8365AB9A27447
2340,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 22:56:53.792346,Car,Unknown,Vehicle,UNREADABLE-CAM-016-37610,44.9%,Silver/Grey,197.7,SHA256:E65FBE176730471F
2516,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 23:00:51.427004,Car,Unknown,Vehicle,UNREADABLE-CAM-016-65718,43.2%,Silver/Grey,153.4,SHA256:93EAB6216E11D72A
2533,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 23:01:49.253905,Car,Unknown,Vehicle,UNREADABLE-CAM-016-28153,41.1%,Silver/Grey,138.2,SHA256:2AC35702480BD67D
2546,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 23:02:46.609875,Car,Unknown,Vehicle,UNREADABLE-CAM-016-83544,46.2%,Silver/Grey,181.6,SHA256:9FAD5733C47A5214
2557,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 23:03:43.932628,Car,Unknown,Vehicle,UNREADABLE-CAM-016-55788,42.1%,Silver/Grey,114.9,SHA256:357DD917887F76F1
2565,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 23:04:40.611941,Car,Unknown,Vehicle,UNREADABLE-CAM-016-30352,45.5%,Blue,276.3,SHA256:92EAA66B07A7F24D
2573,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-02 23:07:28.322170,Car,Unknown,Vehicle,UNREADABLE-CAM-016-68142,35.5%,Silver/Grey,1385.2,SHA256:5D13EF3DF598E025
2647,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:44:46.803005,Car,Unknown,Vehicle,UNREADABLE-CAM-016-75144,45.7%,Silver/Grey,273.3,SHA256:3EDB4B41F85661E1
2665,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:45:44.651088,Car,Unknown,Vehicle,UNREADABLE-CAM-016-72316,50.5%,Silver/Grey,276.5,SHA256:6453040763D7F0C5
2666,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:45:44.653034,Car,Unknown,Vehicle,UNREADABLE-CAM-016-91786,48.5%,Blue,935.8,SHA256:B0B7D4FB668EBA99
2684,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:46:41.185053,Car,Unknown,Vehicle,UNREADABLE-CAM-016-58703,47.5%,Silver/Grey,244.5,SHA256:37832B1F43C30955
2704,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:47:37.483411,Car,Unknown,Vehicle,UNREADABLE-CAM-016-30802,49.2%,Silver/Grey,235.6,SHA256:C7084A30A80E58BA
2724,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:48:34.291528,Car,Unknown,Vehicle,UNREADABLE-CAM-016-78248,46.1%,Silver/Grey,197.2,SHA256:F9D5B0B62794EBA0
2741,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:49:31.060099,Car,Unknown,Vehicle,UNREADABLE-CAM-016-46559,46.2%,Silver/Grey,229.8,SHA256:3A5404E20EA579F2
2742,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:49:31.062520,Car,Unknown,Vehicle,UNREADABLE-CAM-016-88692,45.2%,Black,202.1,SHA256:1FFA790A26DCC2E9
2777,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:50:29.464939,Car,Unknown,Vehicle,UNREADABLE-CAM-016-10168,50.3%,Silver/Grey,230.4,SHA256:04D9F5960259C773
2812,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:51:29.768670,Car,Unknown,Vehicle,UNREADABLE-CAM-016-97183,51.2%,Silver/Grey,235.2,SHA256:84081374421E60A6
2813,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:51:29.770517,Car,Unknown,Vehicle,UNREADABLE-CAM-016-75926,39.0%,Blue,4379.9,SHA256:03E82016DACD742A
2870,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:52:30.373107,Car,Unknown,Vehicle,UNREADABLE-CAM-016-91298,50.7%,Silver/Grey,258.1,SHA256:50DF0B0D0B020E6E
2871,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:52:30.375400,Car,Unknown,Vehicle,UNREADABLE-CAM-016-65529,40.7%,Blue,3266.4,SHA256:08B385F24B558373
2914,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:53:30.026778,Car,Unknown,Vehicle,UNREADABLE-CAM-016-42603,48.3%,Silver/Grey,263.8,SHA256:8F8B132EF8B4F775
2915,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:53:30.029111,Car,Unknown,Vehicle,UNREADABLE-CAM-016-84470,34.1%,Blue,293.1,SHA256:848106FB72DA54A6
2951,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:54:28.468958,Car,Unknown,Vehicle,UNREADABLE-CAM-016-31245,51.2%,White,591.8,SHA256:D1223C87D712C0DF
2952,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:54:28.471351,Car,Unknown,Vehicle,UNREADABLE-CAM-016-14482,49.1%,Silver/Grey,225.6,SHA256:7053923D0455A6F3
2953,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:54:28.472772,Car,Unknown,Vehicle,UNREADABLE-CAM-016-92672,35.5%,Blue,2801.6,SHA256:170B4E881D28C856
2982,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:55:26.374489,Car,Unknown,Vehicle,UNREADABLE-CAM-016-56512,47.6%,Blue,292.9,SHA256:6AED2FF2344C85E4
2983,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:55:26.376388,Car,Unknown,Vehicle,UNREADABLE-CAM-016-61602,41.8%,Blue,2389.6,SHA256:60D5354026ADD13B
3008,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:56:24.258670,Car,Unknown,Vehicle,UNREADABLE-CAM-016-90415,53.2%,White,587.9,SHA256:C6FCC5B1EF0C43ED
3009,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:56:24.260606,Car,Unknown,Vehicle,UNREADABLE-CAM-016-73270,50.2%,Blue,249.9,SHA256:E03FA2FF7F703B08
3010,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:56:24.261716,Car,Unknown,Vehicle,UNREADABLE-CAM-016-42262,39.0%,Blue,3851.6,SHA256:1199CDA765A84CB8
3033,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:57:21.619216,Car,Unknown,Vehicle,UNREADABLE-CAM-016-76440,49.5%,Blue,276.6,SHA256:61AB83BD74D81F78
3034,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:57:21.621061,Car,Unknown,Vehicle,UNREADABLE-CAM-016-19930,36.4%,Blue,2164.4,SHA256:ED256EB6D9F30634
3052,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:58:18.561753,Car,Unknown,Vehicle,UNREADABLE-CAM-016-40423,51.6%,Blue,269.9,SHA256:841BBD662FB80B2E
3053,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:58:18.564066,Car,Unknown,Vehicle,UNREADABLE-CAM-016-36119,36.2%,Blue,336.7,SHA256:F02FDB78418E7C2F
3066,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 06:59:15.094786,Car,Unknown,Vehicle,UNREADABLE-CAM-016-81683,49.8%,Blue,261.1,SHA256:0B8E5046DDF97C06
3077,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:00:11.545702,Car,Unknown,Vehicle,UNREADABLE-CAM-016-45652,45.7%,Blue,234.9,SHA256:6BF1B573889FE5C7
3085,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:01:07.712044,Car,Unknown,Vehicle,UNREADABLE-CAM-016-73383,46.5%,Silver/Grey,207.1,SHA256:5F5652F65840223E
3086,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:01:07.713881,Car,Unknown,Vehicle,UNREADABLE-CAM-016-73688,43.6%,Silver/Grey,148.3,SHA256:6B82A6356AB690D2
3087,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:01:07.715020,Car,Unknown,Vehicle,UNREADABLE-CAM-016-34758,40.5%,Silver/Grey,157.2,SHA256:0DC607324EA21B89
3115,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:02:05.503874,Car,Unknown,Vehicle,UNREADABLE-CAM-016-21944,44.8%,Blue,226.6,SHA256:6F8927F28BC6FF92
3282,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:04:08.942828,Car,Unknown,Vehicle,UNREADABLE-CAM-016-78936,42.9%,Silver/Grey,197.7,SHA256:C76D26F8AD33EAE8
3458,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:08:03.704577,Car,Unknown,Vehicle,UNREADABLE-CAM-016-58264,43.5%,Silver/Grey,153.4,SHA256:AE230DDE4DCEB137
3475,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:09:00.745871,Car,Unknown,Vehicle,UNREADABLE-CAM-016-49035,42.1%,Silver/Grey,138.2,SHA256:0038739FD819FEA4
3488,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:09:57.264127,Car,Unknown,Vehicle,UNREADABLE-CAM-016-85727,43.4%,Silver/Grey,181.6,SHA256:E580E0BCBE6FF850
3499,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:10:54.116212,Car,Unknown,Vehicle,UNREADABLE-CAM-016-62018,40.5%,Silver/Grey,114.9,SHA256:DA4FAD652A0A7D5E
3507,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:11:50.155210,Car,Unknown,Vehicle,UNREADABLE-CAM-016-25966,47.2%,Blue,276.3,SHA256:9928DFB008E35C01
3515,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:14:36.970757,Car,Unknown,Vehicle,UNREADABLE-CAM-016-85571,36.1%,Silver/Grey,1385.2,SHA256:D4F62E942919A5C1
3594,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:17:27.922858,Car,Unknown,Vehicle,UNREADABLE-CAM-016-45960,40.4%,Blue,136.9,SHA256:B12F9EF636E83046
3613,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:18:24.804784,Car,Unknown,Vehicle,UNREADABLE-CAM-016-68413,44.3%,Blue,174.8,SHA256:588053ED665D4A71
3614,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:18:24.807002,Car,Unknown,Vehicle,UNREADABLE-CAM-016-41434,35.7%,White,207.7,SHA256:658C74395463AA59
3624,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:19:21.288545,Car,Unknown,Vehicle,UNREADABLE-CAM-016-55265,46.9%,Blue,251.6,SHA256:06FA5DD3B6D17A1F
3634,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:20:17.560953,Car,Unknown,Vehicle,UNREADABLE-CAM-016-52521,49.6%,Blue,278.8,SHA256:836847CFF27D05AB
3645,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:21:13.821995,Car,Unknown,Vehicle,UNREADABLE-CAM-016-31283,49.5%,Blue,367.0,SHA256:E9DDFC4B543B6F60
3660,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:22:10.634146,Car,Unknown,Vehicle,UNREADABLE-CAM-016-87215,35.7%,Yellow/Orange,31.4,SHA256:A3154084817B5BB7
3661,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:22:10.636108,Car,Unknown,Vehicle,UNREADABLE-CAM-016-19306,47.9%,Blue,328.6,SHA256:FFA250E6FE43BBF7
3682,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:23:07.955101,Car,Unknown,Vehicle,UNREADABLE-CAM-016-31426,47.5%,Black,337.9,SHA256:03BCF3C630394367
3710,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:25:55.404533,Car,Unknown,Vehicle,UNREADABLE-CAM-016-99955,37.3%,Yellow/Orange,56.2,SHA256:4DDEFCA08738898A
3736,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:26:53.182370,Car,Unknown,Vehicle,UNREADABLE-CAM-016-26253,48.1%,Silver/Grey,516.9,SHA256:4A65F9D2EA4BAC41
3737,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:26:53.184243,Car,Unknown,Vehicle,UNREADABLE-CAM-016-37679,35.8%,Yellow/Orange,54.6,SHA256:55D899F017592B82
3771,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:27:51.718624,Car,Unknown,Vehicle,UNREADABLE-CAM-016-54299,47.0%,Black,260.3,SHA256:B3FD95139B270E22
3815,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:28:51.031040,Car,Unknown,Vehicle,UNREADABLE-CAM-016-13935,47.1%,Black,291.0,SHA256:4E1A1941FA34E978
3857,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:31:39.479440,Car,Unknown,Vehicle,UNREADABLE-CAM-016-51371,34.1%,Silver/Grey,27.0,SHA256:0FA12E74B1CC5953
3870,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:32:35.130523,Car,Unknown,Vehicle,UNREADABLE-CAM-016-84856,34.7%,Silver/Grey,32.7,SHA256:9317AA954A479508
3885,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:33:31.215019,Car,Unknown,Vehicle,UNREADABLE-CAM-016-24075,36.7%,Silver/Grey,37.7,SHA256:C47E048DE8E02BF7
3886,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:33:31.216774,Car,Unknown,Vehicle,UNREADABLE-CAM-016-80210,48.3%,Blue,333.3,SHA256:E3A502703448FB49
3912,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:34:27.613921,Car,Unknown,Vehicle,UNREADABLE-CAM-016-75916,35.6%,Silver/Grey,58.4,SHA256:F8F98FF3640FCBB0
4275,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:46:43.388272,Car,Unknown,Vehicle,UNREADABLE-CAM-016-59311,46.8%,Blue,275.4,SHA256:411B8EA1EE9B5A53
4281,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:47:38.908505,Car,Unknown,Vehicle,UNREADABLE-CAM-016-71214,48.2%,Blue,278.9,SHA256:CB612F536EE6A7D1
4395,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 07:54:09.090893,Car,Unknown,Vehicle,UNREADABLE-CAM-016-11081,47.2%,Blue,277.9,SHA256:EDD9A01006B37BCD
4406,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:00:33.323032,Car,Unknown,Vehicle,UNREADABLE-CAM-016-32385,49.2%,Blue,319.1,SHA256:D82758EC6F81321E
4423,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:01:30.311850,Car,Unknown,Vehicle,UNREADABLE-CAM-016-46934,51.2%,Blue,343.0,SHA256:ABBF5C00CDCE6399
4461,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:02:29.290314,Car,Unknown,Vehicle,UNREADABLE-CAM-016-10932,51.7%,Blue,477.1,SHA256:B0E50290E86843A7
4531,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:03:30.795337,Car,Unknown,Vehicle,UNREADABLE-CAM-016-14015,51.0%,Blue,589.0,SHA256:BFC2B0D3AF4415A5
4608,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:04:33.248631,Car,Unknown,Vehicle,UNREADABLE-CAM-016-65940,50.8%,Blue,678.9,SHA256:68FC696D4486A0F4
4649,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:05:32.445631,Car,Unknown,Vehicle,UNREADABLE-CAM-016-72920,51.0%,Blue,709.9,SHA256:AF78F68270AA66C8
4676,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:06:30.192435,Car,Unknown,Vehicle,UNREADABLE-CAM-016-95019,49.9%,Blue,926.6,SHA256:F976F5382CEF1CC0
4697,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:07:27.148809,Car,Unknown,Vehicle,UNREADABLE-CAM-016-74911,50.4%,Blue,873.8,SHA256:A94FBECC4F4A890A
4712,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:08:23.949713,Car,Unknown,Vehicle,UNREADABLE-CAM-016-85921,48.1%,Blue,906.2,SHA256:A9CED451B553E266
4722,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:09:20.426407,Car,Unknown,Vehicle,UNREADABLE-CAM-016-50303,49.1%,Blue,990.8,SHA256:24439148B3D31B98
4732,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:10:16.782525,Car,Unknown,Vehicle,UNREADABLE-CAM-016-76594,49.3%,Blue,925.3,SHA256:D917212C653E2130
4742,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:11:13.245178,Car,Unknown,Vehicle,UNREADABLE-CAM-016-10219,48.1%,Blue,824.9,SHA256:72FB4823A640511D
4752,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:12:09.675916,Car,Unknown,Vehicle,UNREADABLE-CAM-016-65745,48.7%,Blue,850.3,SHA256:9C611706AA098E26
4762,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:13:05.962790,Car,Unknown,Vehicle,UNREADABLE-CAM-016-69450,48.7%,Blue,900.6,SHA256:25A0E16DFDE8B784
4783,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:14:03.153000,Car,Unknown,Vehicle,UNREADABLE-CAM-016-63370,47.4%,Blue,833.3,SHA256:AB1BE4BF786599CB
4839,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:15:03.147093,Car,Unknown,Vehicle,UNREADABLE-CAM-016-99582,47.7%,Black,887.3,SHA256:F08F7E7037275137
4920,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:16:04.274455,Car,Unknown,Vehicle,UNREADABLE-CAM-016-59715,47.7%,Black,842.5,SHA256:CC71EF6CC463613C
5040,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:18:55.708112,Car,Unknown,Vehicle,UNREADABLE-CAM-016-40520,49.9%,Black,792.7,SHA256:06A2CE13E9B3E63C
5051,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:19:51.984604,Car,Unknown,Vehicle,UNREADABLE-CAM-016-66965,46.0%,Black,970.2,SHA256:92AF07E2F83056A4
5061,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:20:48.255696,Car,Unknown,Vehicle,UNREADABLE-CAM-016-13858,50.0%,Black,928.3,SHA256:C63FFE9177542C97
5071,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:21:44.498526,Car,Unknown,Vehicle,UNREADABLE-CAM-016-41237,48.5%,Black,818.2,SHA256:2D5C018DA20BA5C6
5081,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:22:40.769636,Car,Unknown,Vehicle,UNREADABLE-CAM-016-81887,47.4%,Blue,907.7,SHA256:F949FB00B1CBE9AE
5091,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:23:36.923608,Car,Unknown,Vehicle,UNREADABLE-CAM-016-23695,46.5%,Blue,758.2,SHA256:C9235D5C27E4A39D
5112,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:26:24.041331,Car,Unknown,Vehicle,UNREADABLE-CAM-016-43452,49.8%,Blue,1233.4,SHA256:B1B464106E2FFEF1
5178,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:28:21.736506,Car,Unknown,Vehicle,UNREADABLE-CAM-016-52955,50.5%,Black,834.4,SHA256:0241DDE790980517
5179,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:28:21.739698,Car,Unknown,Vehicle,UNREADABLE-CAM-016-91601,47.1%,Green,402.5,SHA256:A9A1C604E096ECD0
5180,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:28:21.741068,Car,Unknown,Vehicle,UNREADABLE-CAM-016-47250,33.9%,Yellow/Orange,31.4,SHA256:43C6A2BE973928AC
5199,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:29:18.764614,Car,Unknown,Vehicle,UNREADABLE-CAM-016-18507,49.8%,Black,714.4,SHA256:757B9AAE0DB5708A
5213,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:30:15.525669,Car,Unknown,Vehicle,UNREADABLE-CAM-016-53754,48.7%,Black,758.0,SHA256:C27262FAFBB32B78
5214,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:30:15.529161,Car,Unknown,Vehicle,UNREADABLE-CAM-016-36629,47.5%,Green,388.8,SHA256:DBF01A2372744082
5233,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:31:12.876313,Car,Unknown,Vehicle,UNREADABLE-CAM-016-22550,49.7%,Black,723.7,SHA256:1BA6FDEF807A5655
5234,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:31:12.880022,Car,Unknown,Vehicle,UNREADABLE-CAM-016-20743,49.3%,Silver/Grey,392.6,SHA256:3A7C30C12684CD41
5256,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:32:10.655625,Car,Unknown,Vehicle,UNREADABLE-CAM-016-55019,49.8%,Black,638.8,SHA256:CB114355D6ECE279
